Actress,7,5,2,2,,
Stadium,7,4,3,3,Latin,
Nucleus,7,4,3,2,Latin,
Indiana,7,3,4,4,,
Cricket,7,5,2,2,Old French,
Caution,7,3,4,2,Old French,
Bandana,7,4,3,3,Hindi,
Worried,7,4,3,2,,
Protein,7,4,3,2,French,
Several,7,4,3,3,Anglo Norman,
Baggage,7,4,3,2,Middle English,
Numbers,7,5,2,2,,
Through,7,5,2,1,Middle English,
Weekend,7,4,3,2,English,
Pretzel,7,5,2,2,German,
Subject,7,5,2,2,Middle English,
Reading,7,4,3,2,,
Kenning,7,5,2,2,Middle English,
Dynasty,7,6,1,3,Middle French,
Margera,7,4,3,3,,
Rainbow,7,4,3,2,Middle English,
Houston,7,4,3,2,Middle English,
Lithium,7,4,3,3,New Latin,
Netball,7,5,2,2,,
Feeling,7,4,3,2,English,
Coconut,7,4,3,3,,
Connect,7,5,2,2,Latin,
Chamber,7,5,2,2,French,
Breathe,7,4,3,1,Middle English,
Italian,7,3,4,4,Medieval Latin,
Glitter,7,5,2,2,,
Kannada,7,4,3,3,,
Jealous,7,3,4,2,Old French,
Physics,7,6,1,2,Ancient Greek,
Chicago,7,4,3,3,Miami,
Paradox,7,4,3,3,Middle French,
Missing,7,5,2,2,,
Twitter,7,5,2,2,,
Poverty,7,5,2,3,Middle English,
Impress,7,5,2,2,Middle English,
Recycle,7,5,2,3,,
Fingers,7,5,2,2,,
Ironman,7,4,3,3,,
Sangria,7,4,3,3,Spanish,
Harvard,7,5,2,2,Middle English,
Abiotic,7,3,4,4,Ancient Greek,
Naughty,7,5,2,2,,
Minuend,7,4,3,2,,
Village,7,4,3,2,Middle French,
Gabriel,7,4,3,2,Latin,
Plastic,7,5,2,2,Latin,
Meaning,7,4,3,2,Middle English,
Warning,7,5,2,2,,
Current,7,5,2,2,Middle English,
Balling,7,5,2,2,Middle Dutch,
Couplet,7,4,3,2,French,
Bromine,7,4,3,2,French,
Disease,7,3,4,2,Middle English,
Angling,7,5,2,2,,
Radical,7,4,3,3,French,
Between,7,4,3,2,Middle English,
Lovable,7,4,3,3,,
Bezique,7,3,4,3,French,
Thudded,7,5,2,2,,
Hormone,7,4,3,2,Ancient Greek,
Trouble,7,4,3,2,Middle English,
Burning,7,5,2,2,,
Surgery,7,5,2,3,Old French,
Minutes,7,4,3,2,,
Nervous,7,4,3,2,Latin,
Address,7,5,2,2,Middle English,
Taurine,7,3,4,2,Latin,
Drought,7,5,2,1,Old English,
Goggles,7,5,2,2,,
Product,7,5,2,2,Latin,
African,7,4,3,3,Latin,
Believe,7,3,4,2,Middle English,
Shallow,7,5,2,2,Middle English,
Calcium,7,4,3,3,New Latin,
Hipster,7,5,2,2,,
Twelfth,7,6,1,1,,
Triumph,7,5,2,2,Old French,
Drawing,7,5,2,2,,
Tristan,7,5,2,2,Celtic,
Tweeter,7,4,3,2,,
Phoenix,7,4,3,2,Latin,
Perfume,7,4,3,2,Middle French,
Swedish,7,5,2,2,,
Thought,7,5,2,1,Middle English,
Tiffany,7,5,2,3,Ancient Greek,
Finally,7,5,2,3,,
Captive,7,4,3,2,Latin,
Tonight,7,5,2,2,Old English,
Bargain,7,4,3,2,Middle English,
Control,7,5,2,2,Middle English,
Camping,7,5,2,2,English,
Barring,7,5,2,2,,
Stories,7,4,3,2,,
Lanyard,7,5,2,2,Middle English,
Chapati,7,4,3,3,Hindi,
Against,7,4,3,2,Middle English,
Johnson,7,5,2,2,,
Workout,7,4,3,2,,
Average,7,3,4,3,Old French,
Anxious,7,3,4,3,Old French,
Cebuano,7,3,4,4,,
Contest,7,5,2,2,French,
Brownie,7,4,3,2,,
Fastest,7,5,2,2,,
Workers,7,5,2,2,,
Citizen,7,4,3,3,Anglo Norman,
Twisted,7,5,2,2,,
Cursive,7,4,3,2,Middle French,
Orleans,7,4,3,2,Latin,
Cranium,7,4,3,3,Medieval Latin,
Machine,7,4,3,2,Middle French,
Ceiling,7,4,3,2,Middle English,
Mansion,7,4,3,2,Anglo Norman,
Smiling,7,5,2,2,,
Formula,7,4,3,3,Latin,
Caribou,7,3,4,3,Canadian French,
Burrito,7,4,3,3,Spanish,
Outside,7,3,4,2,,
Private,7,4,3,2,Latin,
Battery,7,5,2,3,Middle French,
Cyclone,7,5,2,2,Ancient Greek,
Tragedy,7,5,2,3,Middle English,
Grandma,7,5,2,2,,
Malachi,7,4,3,3,,
Douglas,7,4,3,2,Goidelic,
Abiding,7,4,3,3,Middle English,
Genesis,7,4,3,3,Ancient Greek,
Chipper,7,5,2,2,,
Careful,7,4,3,3,Middle English,
Abating,7,4,3,3,,
Tagalog,7,4,3,3,Tagalog,
Mustang,7,5,2,2,Spanish,
Singing,7,5,2,2,,
Adopted,7,4,3,3,,
Arizona,7,3,4,4,,
Mexican,7,4,3,3,Spanish,
Further,7,5,2,2,Old English,
Contact,7,5,2,2,Latin,
Abscess,7,5,2,2,Latin,
Trigger,7,5,2,2,Dutch,
Therapy,7,5,2,3,Ancient Greek,
Turning,7,5,2,2,,
Lyrical,7,5,2,3,,
Younger,7,4,3,2,,
Cadence,7,4,3,2,Middle French,
Sadness,7,5,2,2,,
Darling,7,5,2,2,,
Lioness,7,4,3,2,Old French,
Gallery,7,5,2,3,Old French,
Clinton,7,5,2,2,,
Stephen,7,5,2,2,Ancient Greek,
Present,7,5,2,2,Middle English,
Society,7,4,3,4,Old French,
Anytime,7,4,3,3,,
Algebra,7,4,3,3,Medieval Latin,
Abalone,7,3,4,3,Spanish,
Inspire,7,4,3,2,Old French,
Chewing,7,5,2,2,,
Bunting,7,5,2,2,Middle English,
Circuit,7,4,3,2,Middle English,
Lessons,7,5,2,2,,
Mistake,7,4,3,2,Middle English,
Ablated,7,4,3,3,,
Clarity,7,5,2,3,Middle English,
Excited,7,4,3,3,,
Resolve,7,4,3,3,Middle English,
Nirvana,7,4,3,3,Sanskrit,
Beijing,7,4,3,2,Mandarin,
Caramel,7,4,3,3,French,
Britain,7,4,3,2,Old English,
Sweater,7,4,3,2,,
Feather,7,4,3,2,Middle English,
Illness,7,5,2,2,,
Blossom,7,5,2,2,Middle English,
Madness,7,5,2,2,,
Cynthia,7,5,2,3,Ancient Greek,
Smoking,7,5,2,2,English,
Toddler,7,5,2,2,,
Dignity,7,5,2,3,Middle English,
Absolve,7,4,3,3,Middle English,
Trinity,7,5,2,3,Old French,
Chateau,7,3,4,3,French,
Carried,7,4,3,2,,
Paisley,7,4,3,2,,
Barking,7,5,2,2,,
Hostess,7,5,2,2,Middle English,
Lindsay,7,5,2,2,Old English,
Opening,7,4,3,3,,
Scratch,7,6,1,1,Middle English,
Alright,7,5,2,2,Old English,
Fascist,7,5,2,2,Italian,
Trailer,7,4,3,2,,
Absence,7,4,3,2,Middle English,
Bicycle,7,5,2,3,Ancient Greek,
Mitosis,7,4,3,3,German,
Versace,7,4,3,2,,
Hanging,7,5,2,2,,
Boiling,7,4,3,2,,
Archery,7,5,2,3,Old French,
Airless,7,4,3,2,,
Erosion,7,3,4,3,Middle French,
Burglar,7,5,2,2,Middle English,
Cushion,7,4,3,2,Old French,
Another,7,4,3,3,,
Austria,7,3,4,3,Latin,
Romance,7,4,3,2,Middle English,
Airport,7,4,3,2,,
Pattern,7,5,2,2,,
Surface,7,4,3,2,French,
Butcher,7,5,2,2,Middle English,
Capable,7,4,3,3,Middle French,
Atlanta,7,4,3,3,,
Gorilla,7,4,3,3,Ancient Greek,
Shelter,7,5,2,2,,
Auction,7,3,4,2,Latin,
Pajamas,7,4,3,3,Urdu,
Bengali,7,4,3,3,Hindi,
Bahamas,7,4,3,3,Spanish,
Avocado,7,3,4,4,Spanish,
Obesity,7,4,3,4,French,
Punjabi,7,4,3,3,Persian,
Eternal,7,4,3,3,Old French,
Suicide,7,3,4,2,New Latin,
Cartoon,7,4,3,2,Italian,
Process,7,5,2,2,Old French,
Lottery,7,5,2,3,Italian,
Neutral,7,4,3,2,Middle French,
Monsoon,7,4,3,2,Arabic,
Ancient,7,4,3,3,Middle English,
Tangent,7,5,2,2,Latin,
Horizon,7,4,3,3,Old French,
Pasture,7,4,3,2,Anglo Norman,
Germany,7,5,2,3,Latin,
Zamboni,7,4,3,3,,
Pilgrim,7,5,2,2,Middle English,
Slumber,7,5,2,2,Middle English,
Avenger,7,4,3,3,,
Cholera,7,4,3,3,Latin,
Tequila,7,3,4,3,Spanish,
Seizure,7,3,4,2,,
Collate,7,4,3,2,Latin,
Pronoun,7,4,3,2,Middle French,
Fragile,7,4,3,2,Middle French,
Raining,7,4,3,2,,
Lettuce,7,4,3,2,Middle English,
Hydrant,7,6,1,2,,
Embrace,7,4,3,2,Middle English,
Bullied,7,4,3,2,,
Jamaica,7,3,4,3,Taino,
Biology,7,4,3,4,Ancient Greek,
Beatles,7,4,3,2,,
Cubicle,7,4,3,3,Latin,
Sinatra,7,4,3,3,,
Bedtime,7,4,3,2,,
Balloon,7,4,3,2,Middle French,
Buzzing,7,5,2,2,,
Killing,7,5,2,2,Old Norse,
Journal,7,4,3,2,Old French,
Western,7,5,2,2,,
Fishing,7,5,2,2,,
Pancake,7,4,3,2,Middle English,
Support,7,5,2,2,Old French,
Banquet,7,4,3,2,Middle English,
Corolla,7,4,3,3,Latin,
Craving,7,5,2,2,Middle English,
Chinese,7,4,3,2,,
Hostage,7,4,3,2,Old French,
Cabinet,7,4,3,3,French,
Clothes,7,5,2,2,Middle English,
Winning,7,5,2,2,,
Balcony,7,5,2,3,Italian,
Factory,7,5,2,3,Middle French,
Manager,7,4,3,3,,
Million,7,4,3,2,Old French,
Dreamer,7,4,3,2,,
Nowhere,7,4,3,2,,
Baloney,7,4,3,3,,
Heather,7,4,3,2,,
Alabama,7,3,4,4,Alabama,
Buzzard,7,5,2,2,Anglo Norman,
Pelican,7,4,3,3,Old English,
Phonics,7,5,2,2,,
Hammock,7,5,2,2,Spanish,
Mineral,7,4,3,3,,
Curtain,7,4,3,2,Old French,
Silicon,7,4,3,3,Latin,
Officer,7,4,3,3,Anglo Norman,
Carissa,7,4,3,3,,
Apology,7,4,3,4,French,
Anguish,7,4,3,2,Middle English,
Shannon,7,5,2,2,Irish,
Quietly,7,4,3,3,,
Dominic,7,4,3,3,Late Latin,
Protest,7,5,2,2,Middle English,
Session,7,4,3,2,Old French,
Ostrich,7,5,2,2,Anglo Norman,
Digress,7,5,2,2,Latin,
Trumpet,7,5,2,2,Middle English,
Spinach,7,5,2,2,Arabic,
Uranium,7,3,4,4,English,
Feuille,7,3,4,3,Old French,
Harvest,7,5,2,2,Middle English,
Jukebox,7,4,3,3,,
Limited,7,4,3,3,,
Brioche,7,4,3,2,French,
Content,7,5,2,2,Latin,
Abusing,7,4,3,3,,
Pitcher,7,5,2,2,Middle English,
Decimal,7,4,3,3,Medieval Latin,
Stalker,7,5,2,2,,
Pudding,7,5,2,2,Middle English,
Fighter,7,5,2,2,,
Sanchez,7,5,2,2,,
Dilemma,7,4,3,3,Late Latin,
Letters,7,5,2,2,,
Despair,7,4,3,2,Anglo Norman,
Profile,7,4,3,2,French,
Express,7,5,2,2,French,
Gregory,7,5,2,3,Latin,
Swallow,7,5,2,2,Middle English,
Vampire,7,4,3,2,French,
Caption,7,4,3,2,Old French,
Looking,7,4,3,2,,
Mustard,7,5,2,2,Old French,
Hygiene,7,4,3,4,French,
Dessert,7,5,2,2,French,
Harness,7,5,2,2,Anglo Norman,
Booking,7,4,3,2,,
Vitamin,7,4,3,3,Latin,
Highway,7,5,2,2,Middle English,
Tobacco,7,4,3,3,Spanish,
Spencer,7,5,2,2,,
Delight,7,5,2,2,Middle English,
Obvious,7,3,4,3,Latin,
Glucose,7,4,3,2,French,
Affable,7,4,3,3,French,
Tremble,7,5,2,2,Old French,
Foolish,7,4,3,2,,
Organic,7,4,3,3,,
Origami,7,3,4,4,Japanese,
Catfish,7,5,2,2,,
Council,7,4,3,2,Anglo Norman,
Elegant,7,4,3,3,Middle French,
Oatmeal,7,3,4,2,Middle English,
Catcher,7,5,2,2,,
Empress,7,5,2,2,,
Mascara,7,4,3,3,Italian,
Anxiety,7,4,3,4,Latin,
Crimson,7,5,2,2,Spanish,
Whiskey,7,5,2,2,Irish,
Whitney,7,5,2,2,Middle English,
Freight,7,5,2,1,Middle English,
Confess,7,5,2,2,Middle English,
Reptile,7,4,3,2,Middle English,
Bowling,7,5,2,2,English,
Falling,7,5,2,2,,
Bernard,7,5,2,2,,
Account,7,4,3,2,Middle English,
Trident,7,5,2,2,Latin,
Account,7,4,3,2,Middle English,
Blowing,7,5,2,2,,
Veteran,7,4,3,3,Latin,
Aimless,7,4,3,2,,
Anatomy,7,4,3,4,French,
Scarlet,7,5,2,2,Old French,
Sapling,7,5,2,2,,
Russell,7,5,2,2,,
Emerson,7,4,3,3,,
Lincoln,7,5,2,2,Old English,
Elastic,7,4,3,3,French,
Cripple,7,5,2,2,Middle English,
Anymore,7,4,3,3,,
Cuckold,7,5,2,2,Old French,
Oregano,7,3,4,4,Ancient Greek,
Bandage,7,4,3,2,French,
Blazing,7,5,2,2,,
Emerald,7,4,3,3,Middle English,
Educate,7,3,4,3,Latin,
Fumaria,7,3,4,4,,
Loyalty,7,5,2,2,Old French,
Getting,7,5,2,2,,
Caveman,7,4,3,3,,
Hamster,7,5,2,2,German,
Scabies,7,4,3,2,Latin,
Gosling,7,5,2,2,Middle English,
Mermaid,7,4,3,2,Middle English,
Colleen,7,4,3,2,Irish,
Amharic,7,4,3,3,,
Theater,7,4,3,2,Middle English,
Diploma,7,4,3,3,Latin,
Fondant,7,5,2,2,French,
Whistle,7,5,2,2,Middle English,
Abettor,7,4,3,3,Anglo Norman,
Admiral,7,4,3,3,Old French,
Collect,7,5,2,2,Middle English,
Chapeau,7,3,4,3,French,
Emanate,7,3,4,3,Latin,
Swagger,7,5,2,2,,
Genuine,7,3,4,2,Latin,
Abusive,7,3,4,3,French,
Warfare,7,4,3,2,Middle English,
Powered,7,4,3,2,,
Estuary,7,4,3,4,Latin,
Karaoke,7,3,4,2,Japanese,
Pettish,7,5,2,2,,
Violent,7,4,3,3,Old French,
Seafood,7,3,4,2,,
Ominous,7,3,4,3,Latin,
Succeed,7,4,3,2,Old French,
Kendall,7,5,2,2,,
Glacier,7,4,3,2,French,
Sixties,7,4,3,2,,
Alewife,7,3,4,3,French,
Flutter,7,5,2,2,Middle English,
Canteen,7,4,3,2,French,
Tilapia,7,3,4,4,New Latin,
Strider,7,5,2,2,,
Chalaza,7,4,3,3,Ancient Greek,
Adamant,7,4,3,3,Latin,
Borders,7,5,2,2,,
Kidding,7,5,2,2,,
Mission,7,4,3,2,French,
Elation,7,3,4,3,Middle English,
Gibbous,7,4,3,2,Middle English,
Coaster,7,4,3,2,,
Baptist,7,5,2,2,,
Emotion,7,3,4,3,French,
Charger,7,5,2,2,Late Latin,
Dialect,7,4,3,3,Middle French,
Seventh,7,5,2,2,,
Janitor,7,4,3,3,Latin,
Foreign,7,4,3,2,Middle English,
Cottage,7,4,3,2,Anglo Norman,
Valiant,7,4,3,3,Old French,
Envelop,7,4,3,3,Middle English,
Igneous,7,3,4,3,Latin,
Hunting,7,5,2,2,,
Bauxite,7,3,4,2,French,
Tsunami,7,4,3,3,Japanese,
Complex,7,5,2,2,French,
Holding,7,5,2,2,,
Protect,7,5,2,2,Latin,
Scooter,7,4,3,2,English,
Begging,7,5,2,2,,
Majesty,7,5,2,3,Middle English,
Grammar,7,5,2,2,Middle English,
License,7,4,3,3,Old French,
Earlier,7,3,4,2,,
Abstain,7,4,3,2,Middle English,
Vintage,7,4,3,2,Anglo Norman,
Atelier,7,3,4,3,French,
Grandpa,7,5,2,2,,
Abandon,7,4,3,3,Middle English,
Avarice,7,3,4,3,Old French,
Compton,7,5,2,2,Old English,
Panocha,7,4,3,3,Vulgar Latin,
Filling,7,5,2,2,,
Brewing,7,5,2,2,,
Stanley,7,5,2,2,Old English,
Pottery,7,5,2,3,Old French,
Neutron,7,4,3,2,,
Bathtub,7,5,2,2,,
Tornado,7,4,3,3,English,
Someday,7,4,3,3,,
Postman,7,5,2,2,,
Ramadan,7,4,3,3,Arabic,
Surfing,7,5,2,2,,
Fifties,7,4,3,2,,
Digital,7,4,3,3,Latin,
Treacle,7,4,3,2,Old French,
Seattle,7,4,3,2,,
Antique,7,3,4,3,French,
Bradley,7,5,2,2,Old English,
Anybody,7,5,2,4,,
Turbine,7,4,3,2,Latin,
Terrain,7,4,3,2,French,
Gesture,7,4,3,2,Medieval Latin,
Figures,7,4,3,2,,
Belgium,7,4,3,2,Latin,
Iceberg,7,4,3,3,Dutch,
Cycling,7,6,1,2,,
Geology,7,4,3,3,Latin,
Chapter,7,5,2,2,Middle English,
Skating,7,5,2,2,,
Essence,7,4,3,2,French,
Tourism,7,4,3,3,,
Boredom,7,4,3,3,,
Radiant,7,4,3,3,Latin,
Oakland,7,4,3,2,,
Cleaner,7,4,3,2,,
Agility,7,4,3,4,Middle French,
Channel,7,5,2,2,Old French,
Bouquet,7,3,4,2,French,
Athlete,7,4,3,3,Ancient Greek,
Papyrus,7,5,2,3,Latin,
Academy,7,4,3,4,French,
Burping,7,5,2,2,,
Amnesia,7,3,4,3,Latin,
Mindset,7,5,2,2,,
Vaccine,7,4,3,2,Latin,
Kennedy,7,5,2,3,Irish,
Happily,7,5,2,3,,
Dropout,7,4,3,2,,
Stealer,7,4,3,2,,
Atticus,7,4,3,3,,
Ringing,7,5,2,2,,
Abashed,7,4,3,2,,
Holland,7,5,2,2,Old Dutch,
Housing,7,4,3,2,Middle English,
Waiting,7,4,3,2,,
Abscond,7,5,2,2,Middle French,
Seaweed,7,3,4,2,,
Tantrum,7,5,2,2,,
Atavism,7,4,3,4,French,
Rapping,7,5,2,2,,
Comment,7,5,2,2,Old French,
Atheist,7,4,3,2,French,
Aquatic,7,3,4,3,Middle French,
Ovation,7,3,4,3,Latin,
Blessed,7,5,2,1,,
Leather,7,4,3,2,Middle English,
Stamina,7,4,3,3,Latin,
Abdomen,7,4,3,3,Middle French,
Theatre,7,4,3,2,French,
Striker,7,5,2,2,,
Boulder,7,4,3,2,,
Baptism,7,5,2,3,Old French,
Weapons,7,4,3,2,,
Fireman,7,4,3,3,,
Charity,7,5,2,3,Old French,
Written,7,5,2,2,,
Presage,7,4,3,2,Middle French,
Crowded,7,5,2,2,,
Mahjong,7,5,2,2,Cantonese,
Kindest,7,5,2,2,,
Cookout,7,3,4,2,,
Realize,7,3,4,2,French,
Routine,7,3,4,2,French,
Beloved,7,4,3,2,,
Beating,7,4,3,2,,
Guanine,7,3,4,2,,
Lucifer,7,4,3,3,,
Deltoid,7,4,3,2,Ancient Greek,
Asphalt,7,5,2,2,Late Latin,
Juniper,7,4,3,3,Latin,
Leopard,7,4,3,2,Old French,
Aviator,7,3,4,4,French,
Abetter,7,4,3,3,,
Rooster,7,4,3,2,,
Deceive,7,3,4,2,Middle English,
Furious,7,3,4,3,Old French,
Glamour,7,4,3,2,Scots,
Santana,7,4,3,3,,
Missile,7,4,3,2,Latin,
Possess,7,5,2,2,Latin,
Longing,7,5,2,2,,
Aquifer,7,3,4,3,Latin,
Consent,7,5,2,2,Middle English,
Premium,7,4,3,3,,
Secrets,7,5,2,2,,
Prosper,7,5,2,2,Old French,
Android,7,4,3,2,Ancient Greek,
Advance,7,4,3,2,Old French,
Manners,7,5,2,2,,
Primary,7,5,2,3,Latin,
Changes,7,5,2,2,,
Brittle,7,5,2,2,Middle English,
Sniffle,7,5,2,2,,
Patriot,7,4,3,3,Middle French,
Arrival,7,4,3,3,,
Gilbert,7,5,2,2,Old French,
Arbutus,7,4,3,3,Latin,
Bismuth,7,5,2,3,German,
Ethical,7,4,3,3,Late Latin,
Abraham,7,4,3,3,Late Latin,
Bridget,7,5,2,1,Irish,
Whorled,7,5,2,2,,
Calming,7,5,2,2,,
Arugula,7,3,4,4,Italian,
Varsity,7,5,2,3,,
Lighter,7,5,2,2,,
Acadian,7,3,4,4,,
Cordial,7,4,3,3,Middle French,
Manatee,7,3,4,3,Spanish,
Bulldog,7,5,2,2,,
Certain,7,4,3,2,Middle English,
Ravioli,7,3,4,4,Italian,
Density,7,5,2,3,French,
Finance,7,4,3,2,Middle English,
Sailing,7,4,3,2,,
Respite,7,4,3,2,Anglo Norman,
Olympus,7,5,2,3,Latin,
Economy,7,4,3,4,Latin,
Torsion,7,4,3,2,French,
Version,7,4,3,2,Middle French,
Pyramid,7,5,2,3,,
Hemlock,7,5,2,2,Middle English,
Rubbish,7,5,2,2,Anglo Norman,
Carving,7,5,2,2,,
Evident,7,4,3,3,Middle English,
Fairing,7,4,3,2,,
Clatter,7,5,2,2,,
Surgeon,7,4,3,2,Anglo Norman,
Freeman,7,4,3,2,,
Married,7,4,3,2,,
Russian,7,4,3,3,Medieval Latin,
Codeine,7,3,4,2,French,
Banking,7,5,2,2,,
Chevron,7,5,2,2,French,
Solvent,7,5,2,2,French,
Amorous,7,3,4,3,Old French,
Ambrose,7,4,3,2,Latin,
Antonym,7,5,2,3,,
Bearing,7,4,3,2,,
Aspirin,7,4,3,3,German,
Hexagon,7,4,3,3,,
Sunrise,7,4,3,2,,
Abortus,7,4,3,3,New Latin,
Trilogy,7,5,2,3,Latin,
Beowulf,7,4,3,2,Old English,
Meiosis,7,3,4,4,Ancient Greek,
Habitat,7,4,3,3,French,
